2005-06-16,2076.27,2089.51,2073.29,2089.15,1667508600
2005-06-17,2098.33,2098.53,2085.24,2090.11,1853750400
2005-06-20,2081.05,2096.77,2076.42,2088.13,1309542300
2005-06-21,2087.63,2095.69,2083.59,2091.07,1448456400
2005-06-22,2097.05,2102.75,2083.76,2092.03,1551649200
2005-06-23,2093.91,2106.57,2070.57,2070.66,1868816400
2005-06-24,2070.33,2071.52,2050.76,2053.27,2000430000
2005-06-27,2050.3,2054.47,2039.69,2045.2,1346919000
2005-06-28,2051.77,2072.58,2050.98,2069.89,1473306000
2005-06-29,2074.44,2076.02,2066.45,2068.89,1525534800
2005-06-30,2072.05,2076.16,2056.24,2056.96,1610295000
2005-07-01,2060.97,2064.81,2053.06,2057.37,1093866000
2005-07-05,2052.1,2079.6,2052.1,2078.75,1339479000
2005-07-06,2076.9,2084.76,2068.42,2068.65,1480634400
2005-07-07,2050.71,2076.43,2050.3,2075.66,1504609800
2005-07-08,2077.9,2113.91,2076.53,2112.88,1567310400
2005-07-11,2115.98,2135.69,2115.57,2135.43,1646844000
2005-07-12,2132.51,2149.78,2128.82,2143.15,1541493600
2005-07-13,2142.6,2146.56,2136.37,2144.11,1432200000
2005-07-14,2156.56,2164.18,2148.61,2152.82,1741248300
2005-07-15,2152.7,2160.64,2145.18,2156.78,1427512800
2005-07-18,2151.84,2153.52,2144.78,2144.87,1215761100
2005-07-19,2156.77,2173.87,2154.36,2173.18,1518383100
2005-07-20,2158.97,2191.09,2158.09,2188.57,1820075100
2005-07-21,2191.77,2193.19,2171.98,2178.6,1892438400
2005-07-22,2176.14,2182.64,2165.44,2179.74,1544134800
2005-07-25,2179.04,2186.46,2165.93,2166.74,1416408600
2005-07-26,2170.6,2181.14,2167.09,2175.99,1536211200
2005-07-27,2178.73,2187.15,2167.88,2186.22,1627565100
2005-07-28,2188.29,2198.52,2183.27,2198.44,1565999100
2005-07-29,2195.47,2201.39,2184.43,2184.83,1500973500
2005-08-01,2191.49,2201.87,2189.08,2195.38,1388192400
2005-08-02,2197.79,2219,2197.79,2218.15,1613568600
2005-08-03,2211.09,2219.91,2209.4,2216.81,1629769200
2005-08-04,2208.33,2209.37,2190.3,2191.32,1479983400
2005-08-05,2189.42,2195.1,2175.91,2177.91,1368718200
2005-08-08,2182.99,2185.56,2163.5,2164.39,1330839300
2005-08-09,2170.44,2181.27,2167.88,2174.19,1358237100
2005-08-10,2178.07,2185.91,2152.82,2157.81,1690442400
2005-08-11,2158.3,2174.55,2156.97,2174.55,1471343700
2005-08-12,2158.94,2161.07,2144.6,2156.9,1442811300
2005-08-15,2153.71,2173.66,2147.85,2167.04,1283827800
2005-08-16,2160.97,2161.46,2136.49,2137.06,1432497600
2005-08-17,2139.36,2153.04,2137.18,2145.15,1411749300
2005-08-18,2139.4,2146.49,2133.08,2136.08,1294355400
2005-08-19,2138.74,2143.92,2134.99,2135.56,1120901100
2005-08-22,2140.95,2151.84,2129.46,2141.41,1257034500
2005-08-23,2142.29,2145.71,2131.02,2137.25,1247381100
2005-08-24,2133.17,2156.13,2127.3,2128.91,1598279400
2005-08-25,2131.3,2138.46,2129.46,2134.37,1216049400
2005-08-26,2132.97,2133.17,2118.04,2120.77,1172850900
2005-08-29,2112.44,2139.4,2112.25,2137.65,1179760800
2005-08-30,2130.88,2132.21,2118.27,2129.76,1335852000
2005-08-31,2130.81,2152.09,2124.08,2152.09,1517555400
2005-09-01,2150.03,2157.32,2142.32,2147.9,1509687600
2005-09-02,2150.52,2152.22,2139.28,2141.07,1051318500
2005-09-06,2147.31,2167.1,2147.31,2166.86,1304966700
2005-09-07,2164.14,2172.39,2158.61,2172.03,1377162600
2005-09-08,2165.72,2173.85,2161.29,2166.03,1467605100
2005-09-09,2168.9,2177.23,2164.41,2175.51,1504312200
2005-09-12,2176.47,2186.83,2175.23,2182.83,1602892200
2005-09-13,2177.95,2185.89,2167.83,2171.75,1603850100
2005-09-14,2173.62,2174.01,2149.19,2149.33,1579372500
2005-09-15,2153.75,2155.75,2142.73,2146.15,1622533800
2005-09-16,2153.75,2160.83,2146.79,2160.35,2110197900
2005-09-19,2157.37,2159.49,2139.89,2145.26,1491850200
2005-09-20,2149.44,2162.14,2127.48,2131.33,1716473100
2005-09-21,2129.65,2129.96,2106.64,2106.64,1648304100
2005-09-22,2104.39,2114.59,2093.06,2110.78,1574424900
2005-09-23,2105.37,2121.05,2099.95,2116.84,1491831600
2005-09-26,2127.9,2132.6,2112.27,2121.46,1397241300
2005-09-27,2123.65,2125.9,2109.05,2116.42,1542553800
2005-09-28,2122.19,2127.49,2109.75,2115.4,1584580500
2005-09-29,2114.97,2141.43,2107.7,2141.22,1675413600
2005-09-30,2140.17,2151.69,2138.23,2151.69,1498202100
2005-10-03,2152.7,2162.79,2152.59,2155.43,1668810600
2005-10-04,2156.26,2167,2139,2139.36,1864929000
2005-10-05,2139.16,2139.6,2103.02,2103.02,1789227000
2005-10-06,2104.92,2110.83,2069.04,2084.08,1959844800
2005-10-07,2091.12,2097.42,2082.44,2090.35,1343645400
2005-10-10,2091.68,2093.23,2078.11,2078.92,1282665300
2005-10-11,2084.38,2085.61,2058.19,2061.09,1722322800
2005-10-12,2055.44,2064.66,2032.79,2037.47,1873717500
2005-10-13,2033.86,2051.23,2025.58,2047.22,1653158700
2005-10-14,2054.5,2064.95,2042.54,2064.83,1446549900
2005-10-17,2065.54,2071.25,2054.19,2070.3,1177407900
2005-10-18,2069.32,2072.5,2055.96,2056,1358478900
2005-10-19,2048.66,2091.24,2042.03,2091.24,1760769000
2005-10-20,2088.04,2096.43,2058.52,2068.11,1672074900
2005-10-21,2083.84,2091.44,2074.2,2082.21,1646751000
2005-10-24,2089.51,2115.88,2083.98,2115.83,1442867100
2005-10-25,2109.55,2116.42,2094.79,2109.45,1487181600
2005-10-26,2104.02,2121.36,2098.15,2100.05,1703760000
2005-10-27,2095.85,2098.04,2063.81,2063.81,1598298000
2005-10-28,2073.85,2089.88,2064.92,2089.88,1754500800
2005-10-31,2094.37,2125.73,2094.37,2120.3,1738876800
2005-11-01,2109.89,2121.25,2108.86,2114.05,1770003900
2005-11-02,2110.95,2144.56,2110.87,2144.31,2021159700
2005-11-03,2157.3,2169.98,2153.2,2160.22,2182012500
2005-11-04,2165.1,2172.68,2156.6,2169.43,1580637300
2005-11-07,2174.25,2182.09,2165.82,2178.24,1507641600
2005-11-08,2172.37,2180.79,2166.25,2172.07,1487414100
2005-11-09,2171.23,2182.9,2166.16,2175.81,1482587400
2005-11-10,2175.02,2196.75,2162.65,2196.68,1802367900
2005-11-11,2198.26,2205.36,2198.26,2202.47,1353057000
2005-11-14,2203.79,2206.88,2197.12,2200.95,1288384800
2005-11-15,2199.39,2204.69,2181.92,2186.74,1566873300
2005-11-16,2189.46,2191.19,2176.54,2187.93,1601236800
2005-11-17,2195.48,2220.46,2194.66,2220.46,1683169800
2005-11-18,2232.36,2234.3,2218.81,2227.07,1854280500
2005-11-21,2226.62,2242.3,2219.25,2241.67,1545557700
2005-11-22,2235.3,2257.77,2232.74,2253.56,1726600800
2005-11-23,2251.37,2269.3,2250.4,2259.98,1474710300
2005-11-25,2262.43,2264.13,2256.45,2263.01,590940600
2005-11-28,2263.55,2264.06,2239.34,2239.37,1450223400
2005-11-29,2247.7,2253.25,2232.54,2232.71,1630792200
2005-11-30,2232.5,2243.41,2230.19,2232.82,1744754400
2005-12-01,2244.85,2269.39,2244.71,2267.17,1869690600
2005-12-02,2266.17,2273.61,2261.13,2273.37,1635414300
2005-12-05,2269.07,2269.48,2250.84,2257.64,1543725600
2005-12-06,2267.76,2278.16,2259.37,2260.76,1663026000
2005-12-07,2263.29,2264.91,2244.62,2252.01,1612182900
2005-12-08,2254.8,2261.61,2233.74,2246.46,1774774800
2005-12-09,2247.28,2258.66,2241.03,2256.73,1542470100
2005-12-12,2263.97,2266.13,2253.43,2260.95,1561730400
2005-12-13,2256.6,2271.85,2254.91,2265,1742801400
2005-12-14,2261.93,2270.43,2254.43,2262.59,1558875300
2005-12-15,2266.05,2267.55,2247.32,2260.62,1678305900
2005-12-16,2262.08,2263.88,2251.66,2252.48,2133866400
2005-12-19,2254.63,2256.03,2221.79,2222.74,1623342900
2005-12-20,2223.56,2231.02,2213.52,2222.41,1583715600
2005-12-21,2227.53,2241.93,2225.18,2231.65,1515927900
2005-12-22,2233.79,2247.09,2232.57,2246.49,1393958400
2005-12-23,2249.4,2254.71,2245.58,2249.41,909884100
2005-12-27,2253.05,2259.67,2226.62,2226.88,1162965000
2005-12-28,2230.36,2233.54,2221.4,2228.93,1136032200
2005-12-29,2229.6,2232.88,2216.98,2218.15,1102375500
2005-12-30,2209.03,2209.97,2200.51,2205.32,1194166500
2006-01-03,2216.53,2249.67,2189.9,2243.74,1858419000
2006-01-04,2246.96,2265.28,2246.07,2263.46,1755430800
2006-01-05,2264.92,2277.56,2264.5,2276.87,1759327500
2006-01-06,2289.21,2306.72,2281.01,2305.62,2077285200
2006-01-09,2306.17,2322.62,2303.12,2318.68,1812700200
2006-01-10,2306.22,2320.32,2303.92,2320.32,1839688800
2006-01-11,2321.4,2332.91,2316.49,2331.36,2213958000
